# BUSCO version is: 5.7.1 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
68859at3193	Complete	ptg000029l	19088905	19090687	+	834.4	458	https://www.orthodb.org/v10?query=68859at3193	pentatricopeptide repeat-containing protein At1g08610
68939at3193	Complete	ptg000020l	18902849	18900949	-	587.1	361	https://www.orthodb.org/v10?query=68939at3193	O-fucosyltransferase 30
68974at3193	Complete	ptg000038l	2443869	2458088	+	546.0	340	https://www.orthodb.org/v10?query=68974at3193	Hypoxia-inducible factor 1 alpha inhibitor, putative isoform 1
69003at3193	Complete	ptg000030l	1895834	1897262	+	809.2	423	https://www.orthodb.org/v10?query=69003at3193	protein root UVB sensitive 1, chloroplastic
69167at3193	Complete	ptg000016l	8180073	8181678	+	669.4	398	https://www.orthodb.org/v10?query=69167at3193	pentatricopeptide repeat-containing protein At5g16420, mitochondrial
69301at3193	Complete	ptg000022l	16149838	16168824	+	625.5	392	https://www.orthodb.org/v10?query=69301at3193	Metallo-beta-lactamase
69326at3193	Complete	ptg000016l	13629880	13622363	-	743.6	434	https://www.orthodb.org/v10?query=69326at3193	SET domain
69605at3193	Complete	ptg000018l	7355908	7361298	+	480.8	243	https://www.orthodb.org/v10?query=69605at3193	cyclin-dependent kinase E-1
69714at3193	Duplicated	ptg000007l	2125560	2129409	+	741.4	379	https://www.orthodb.org/v10?query=69714at3193	homogentisate 1,2-dioxygenase
69714at3193	Duplicated	ptg000020l	3904731	3908759	+	740.7	379	https://www.orthodb.org/v10?query=69714at3193	homogentisate 1,2-dioxygenase
69847at3193	Complete	ptg000029l	2700266	2690385	-	1134.7	534	https://www.orthodb.org/v10?query=69847at3193	pentatricopeptide repeat-containing protein At1g43980, mitochondrial
69936at3193	Complete	ptg000028l	2590462	2600548	+	529.9	328	https://www.orthodb.org/v10?query=69936at3193	sterol 3-beta-glucosyltransferase UGT80B1 isoform X1
69954at3193	Complete	ptg000028l	640765	658007	+	897.0	438	https://www.orthodb.org/v10?query=69954at3193	probable zinc metallopeptidase EGY3, chloroplastic
69965at3193	Complete	ptg000028l	4007661	4004603	-	782.5	445	https://www.orthodb.org/v10?query=69965at3193	transcription termination factor MTERF2, chloroplastic
70084at3193	Complete	ptg000013l	19539358	19523074	-	812.8	432	https://www.orthodb.org/v10?query=70084at3193	xaa-Pro dipeptidase
70127at3193	Duplicated	ptg000004l	23574359	23585415	+	751.5	353	https://www.orthodb.org/v10?query=70127at3193	Rieske 
70127at3193	Duplicated	ptg000021l	19063062	19066311	+	748.6	353	https://www.orthodb.org/v10?query=70127at3193	Rieske 
70143at3193	Complete	ptg000007l	11116176	11120412	+	869.9	414	https://www.orthodb.org/v10?query=70143at3193	DEAD-box ATP-dependent RNA helicase 30
70315at3193	Complete	ptg000006l	5903369	5947017	+	748.0	447	https://www.orthodb.org/v10?query=70315at3193	Nitroreductase-like protein
70703at3193	Complete	ptg000012l	22307191	22301342	-	685.2	375	https://www.orthodb.org/v10?query=70703at3193	DNA primase large subunit
70994at3193	Complete	ptg000035l	129647	121385	-	731.3	403	https://www.orthodb.org/v10?query=70994at3193	GTPase Der
71031at3193	Complete	ptg000007l	20980284	20997897	+	872.2	432	https://www.orthodb.org/v10?query=71031at3193	WD40-repeat-containing domain
71151at3193	Complete	ptg000022l	5640806	5644901	+	815.1	432	https://www.orthodb.org/v10?query=71151at3193	Phosphate transporter
71201at3193	Complete	ptg000022l	3247921	3250665	+	523.3	354	https://www.orthodb.org/v10?query=71201at3193	Leucine-rich repeat
71446at3193	Complete	ptg000021l	21542328	21555984	+	463.9	336	https://www.orthodb.org/v10?query=71446at3193	WD40-repeat-containing domain
71451at3193	Complete	ptg000014l	6711948	6691940	-	710.8	393	https://www.orthodb.org/v10?query=71451at3193	probable Xaa-Pro aminopeptidase 3 isoform X1
71522at3193	Complete	ptg000017l	4667597	4639261	-	737.6	410	https://www.orthodb.org/v10?query=71522at3193	preprotein translocase subunit SCY2, chloroplastic
71677at3193	Complete	ptg000009l	17203818	17212416	+	578.4	376	https://www.orthodb.org/v10?query=71677at3193	mitotic checkpoint serine/threonine-protein kinase BUB1
71815at3193	Complete	ptg000014l	2325359	2335794	+	794.8	425	https://www.orthodb.org/v10?query=71815at3193	FAD-binding, type 2
71882at3193	Complete	ptg000021l	1950037	1954910	+	807.2	450	https://www.orthodb.org/v10?query=71882at3193	cationic amino acid transporter 9, chloroplastic
71903at3193	Complete	ptg000015l	3333753	3338545	+	676.5	363	https://www.orthodb.org/v10?query=71903at3193	AP-3 complex subunit mu
72057at3193	Complete	ptg000009l	7497970	7493608	-	748.0	412	https://www.orthodb.org/v10?query=72057at3193	RED-like, N-terminal
72305at3193	Complete	ptg000005l	21328017	21340180	+	799.1	380	https://www.orthodb.org/v10?query=72305at3193	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
72585at3193	Complete	ptg000019l	15096636	15086194	-	552.0	351	https://www.orthodb.org/v10?query=72585at3193	protein PLASTID TRANSCRIPTIONALLY ACTIVE 12
72717at3193	Complete	ptg000009l	25011726	25008731	-	791.9	387	https://www.orthodb.org/v10?query=72717at3193	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial
72761at3193	Complete	ptg000009l	37831314	37842205	+	558.7	384	https://www.orthodb.org/v10?query=72761at3193	uncharacterized protein C630.12
73081at3193	Complete	ptg000014l	7773351	7769461	-	567.8	340	https://www.orthodb.org/v10?query=73081at3193	tafazzin
73273at3193	Complete	ptg000027l	1607616	1590353	-	710.2	353	https://www.orthodb.org/v10?query=73273at3193	Acyl-CoA N-acyltransferase
73541at3193	Complete	ptg000023l	3434883	3433038	-	888.7	503	https://www.orthodb.org/v10?query=73541at3193	pentatricopeptide repeat-containing protein At4g21065
73618at3193	Complete	ptg000013l	26792038	26790502	-	646.4	387	https://www.orthodb.org/v10?query=73618at3193	protein DGCR14
73780at3193	Complete	ptg000009l	2971319	2934666	-	472.0	341	https://www.orthodb.org/v10?query=73780at3193	histone acetyltransferase type B catalytic subunit
74386at3193	Duplicated	ptg000028l	4424498	4419174	-	727.7	386	https://www.orthodb.org/v10?query=74386at3193	WD40-repeat-containing domain
74386at3193	Duplicated	ptg000012l	24696251	24719623	+	709.1	386	https://www.orthodb.org/v10?query=74386at3193	WD40-repeat-containing domain
74392at3193	Duplicated	ptg000019l	19489271	19494419	+	636.9	369	https://www.orthodb.org/v10?query=74392at3193	allantoate deiminase
74392at3193	Duplicated	ptg000056l	1295925	1277378	-	625.9	369	https://www.orthodb.org/v10?query=74392at3193	allantoate deiminase
74779at3193	Complete	ptg000002l	6062904	6056231	-	784.2	394	https://www.orthodb.org/v10?query=74779at3193	GTPase HflX
74804at3193	Complete	ptg000024l	5040283	5021663	-	548.5	350	https://www.orthodb.org/v10?query=74804at3193	P-loop containing nucleoside triphosphate hydrolase
75037at3193	Complete	ptg000009l	21058859	21079096	+	606.4	348	https://www.orthodb.org/v10?query=75037at3193	histone-lysine N-methyltransferase ATXR2
75056at3193	Complete	ptg000001l	1995044	1993484	-	637.3	385	https://www.orthodb.org/v10?query=75056at3193	pentatricopeptide repeat-containing protein At3g61360
75306at3193	Complete	ptg000001l	17070215	17076264	+	620.6	307	https://www.orthodb.org/v10?query=75306at3193	phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic
75478at3193	Duplicated	ptg000019l	5536726	5519312	-	783.7	460	https://www.orthodb.org/v10?query=75478at3193	MIF4G-like domain superfamily
75478at3193	Duplicated	ptg000023l	17901856	17927453	+	695.9	430	https://www.orthodb.org/v10?query=75478at3193	MIF4G-like domain superfamily
75587at3193	Complete	ptg000030l	328222	332477	+	665.1	363	https://www.orthodb.org/v10?query=75587at3193	ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic
75849at3193	Complete	ptg000006l	9734410	9739173	+	689.8	428	https://www.orthodb.org/v10?query=75849at3193	mini-chromosome maintenance complex-binding protein
75889at3193	Complete	ptg000005l	3427730	3469590	+	675.7	343	https://www.orthodb.org/v10?query=75889at3193	ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic
75948at3193	Complete	ptg000009l	26224673	26229328	+	552.3	328	https://www.orthodb.org/v10?query=75948at3193	WD40-repeat-containing domain
76286at3193	Complete	ptg000005l	21159445	21170400	+	539.1	353	https://www.orthodb.org/v10?query=76286at3193	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
76409at3193	Complete	ptg000016l	5063958	5085860	+	472.2	321	https://www.orthodb.org/v10?query=76409at3193	F-box domain
76452at3193	Complete	ptg000004l	2183305	2172262	-	671.9	402	https://www.orthodb.org/v10?query=76452at3193	Mannosyltransferase
76478at3193	Complete	ptg000019l	17226743	17237574	+	540.8	339	https://www.orthodb.org/v10?query=76478at3193	Malonyl-CoA decarboxylase
76489at3193	Complete	ptg000019l	15144925	15153376	+	538.4	369	https://www.orthodb.org/v10?query=76489at3193	Nucleoporin protein Ndc1-Nup
76571at3193	Complete	ptg000019l	20920932	20917539	-	934.2	489	https://www.orthodb.org/v10?query=76571at3193	monothiol glutaredoxin-S17
76883at3193	Complete	ptg000032l	4177242	4183529	+	760.6	383	https://www.orthodb.org/v10?query=76883at3193	ATPase, AAA-type, conserved site
77054at3193	Complete	ptg000018l	1661071	1653492	-	610.7	363	https://www.orthodb.org/v10?query=77054at3193	HI0933-like insert domain superfamily
77167at3193	Complete	ptg000004l	27519719	27516078	-	667.9	345	https://www.orthodb.org/v10?query=77167at3193	protein root UVB sensitive 2, chloroplastic
77313at3193	Duplicated	ptg000019l	14714565	14726487	+	686.0	342	https://www.orthodb.org/v10?query=77313at3193	Ornithine aminotransferase
77313at3193	Duplicated	ptg000023l	3977721	3967940	-	683.3	342	https://www.orthodb.org/v10?query=77313at3193	Ornithine aminotransferase
77611at3193	Complete	ptg000010l	6634684	6632491	-	897.7	595	https://www.orthodb.org/v10?query=77611at3193	Leucine-rich repeat
77626at3193	Duplicated	ptg000014l	4452907	4457930	+	280.7	281	https://www.orthodb.org/v10?query=77626at3193	Transcription initiation factor TFIID subunit
77626at3193	Duplicated	ptg000015l	1027720	1034447	+	278.3	277	https://www.orthodb.org/v10?query=77626at3193	Transcription initiation factor TFIID subunit
78057at3193	Complete	ptg000019l	20996421	20989930	-	563.2	347	https://www.orthodb.org/v10?query=78057at3193	trafficking protein particle complex subunit 13
78142at3193	Complete	ptg000026l	9809629	9805769	-	917.6	428	https://www.orthodb.org/v10?query=78142at3193	preprotein translocase subunit SCY1, chloroplastic
78511at3193	Complete	ptg000022l	10227389	10217834	-	764.0	569	https://www.orthodb.org/v10?query=78511at3193	WD40-repeat-containing domain
78556at3193	Complete	ptg000038l	434911	428580	-	758.5	368	https://www.orthodb.org/v10?query=78556at3193	Peptide chain release factor
78590at3193	Complete	ptg000026l	4896293	4897559	+	490.2	312	https://www.orthodb.org/v10?query=78590at3193	pentatricopeptide repeat-containing protein At2g01860
78718at3193	Complete	ptg000023l	15663856	15633046	-	476.7	310	https://www.orthodb.org/v10?query=78718at3193	aladin
78788at3193	Complete	ptg000021l	4935153	4929803	-	724.3	392	https://www.orthodb.org/v10?query=78788at3193	DEAD-box ATP-dependent RNA helicase 50
78898at3193	Complete	ptg000029l	17737581	17669788	-	500.4	291	https://www.orthodb.org/v10?query=78898at3193	Rhodanese-like domain
78967at3193	Complete	ptg000056l	775936	777526	+	710.2	426	https://www.orthodb.org/v10?query=78967at3193	pentatricopeptide repeat-containing protein At1g28690, mitochondrial
79010at3193	Complete	ptg000014l	617811	606816	-	577.1	433	https://www.orthodb.org/v10?query=79010at3193	Pre-rRNA-processing esf1-like protein
79083at3193	Complete	ptg000032l	3871229	3873578	+	717.4	381	https://www.orthodb.org/v10?query=79083at3193	photosynthetic NDH subunit of subcomplex B 1, chloroplastic
79088at3193	Complete	ptg000004l	8687774	8689316	+	753.1	465	https://www.orthodb.org/v10?query=79088at3193	pentatricopeptide repeat-containing protein At5g59600
79128at3193	Complete	ptg000007l	4331449	4338047	+	741.8	391	https://www.orthodb.org/v10?query=79128at3193	FAD/NAD(P)-binding domain
79244at3193	Complete	ptg000022l	13000932	12988235	-	547.9	310	https://www.orthodb.org/v10?query=79244at3193	Protein kinase domain
79579at3193	Complete	ptg000003l	2420247	2410666	-	1174.4	655	https://www.orthodb.org/v10?query=79579at3193	anaphase-promoting complex subunit 2
79662at3193	Complete	ptg000024l	2250088	2238415	-	679.9	340	https://www.orthodb.org/v10?query=79662at3193	ATPase, AAA-type, conserved site
79699at3193	Complete	ptg000004l	22763685	22754265	-	659.8	362	https://www.orthodb.org/v10?query=79699at3193	probable 2-carboxy-D-arabinitol-1-phosphatase
79718at3193	Complete	ptg000012l	5285343	5277377	-	463.8	283	https://www.orthodb.org/v10?query=79718at3193	Ribosomal protein S5
79821at3193	Complete	ptg000013l	24688255	24667234	-	469.9	308	https://www.orthodb.org/v10?query=79821at3193	ultraviolet-B receptor UVR8 isoform X1
79885at3193	Complete	ptg000033l	1457827	1454321	-	674.7	408	https://www.orthodb.org/v10?query=79885at3193	Dol-P-Glc
79981at3193	Complete	ptg000005l	12262715	12260174	-	655.8	351	https://www.orthodb.org/v10?query=79981at3193	protein STRICTOSIDINE SYNTHASE-LIKE 13
80109at3193	Complete	ptg000029l	6213682	6208538	-	774.7	393	https://www.orthodb.org/v10?query=80109at3193	Aminoacyl-tRNA synthetase, class II
80337at3193	Complete	ptg000001l	1989536	1988378	-	482.3	299	https://www.orthodb.org/v10?query=80337at3193	pentatricopeptide repeat-containing protein At3g42630
80545at3193	Complete	ptg000009l	18940050	18942009	+	832.1	492	https://www.orthodb.org/v10?query=80545at3193	pentatricopeptide repeat-containing protein At1g03560, mitochondrial
80733at3193	Complete	ptg000009l	35635693	35632121	-	667.7	336	https://www.orthodb.org/v10?query=80733at3193	peptidyl-prolyl cis-trans isomerase CYP38, chloroplastic
80815at3193	Complete	ptg000028l	8613693	8612160	-	627.8	378	https://www.orthodb.org/v10?query=80815at3193	pentatricopeptide repeat-containing protein At3g04130, mitochondrial
81165at3193	Complete	ptg000022l	15248530	15254634	+	652.8	382	https://www.orthodb.org/v10?query=81165at3193	tRNA modification GTPase MnmE
81311at3193	Complete	ptg000020l	3706477	3690841	-	574.4	425	https://www.orthodb.org/v10?query=81311at3193	26S proteasome non-ATPase regulatory subunit
81321at3193	Complete	ptg000020l	3263037	3251828	-	701.9	410	https://www.orthodb.org/v10?query=81321at3193	Trigger factor
81514at3193	Duplicated	ptg000032l	4320314	4311017	-	665.2	361	https://www.orthodb.org/v10?query=81514at3193	WD40-repeat-containing domain
81514at3193	Duplicated	ptg000006l	5823686	5815578	-	573.3	329	https://www.orthodb.org/v10?query=81514at3193	WD40-repeat-containing domain
81539at3193	Complete	ptg000012l	1029501	1038849	+	643.7	406	https://www.orthodb.org/v10?query=81539at3193	Folylpolyglutamate synthetase
81543at3193	Complete	ptg000034l	2029657	2024955	-	687.2	461	https://www.orthodb.org/v10?query=81543at3193	DnaJ domain
81612at3193	Complete	ptg000024l	514155	509953	-	468.9	265	https://www.orthodb.org/v10?query=81612at3193	Pseudouridine synthase
81710at3193	Complete	ptg000019l	17436869	17433461	-	681.8	482	https://www.orthodb.org/v10?query=81710at3193	U3 small nucleolar RNA-associated protein 6 homolog
82610at3193	Complete	ptg000013l	26429685	26474715	+	669.1	364	https://www.orthodb.org/v10?query=82610at3193	3-oxoacyl-
82631at3193	Complete	ptg000005l	16615183	16612441	-	592.5	324	https://www.orthodb.org/v10?query=82631at3193	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
82758at3193	Complete	ptg000012l	26679282	26677878	-	616.3	351	https://www.orthodb.org/v10?query=82758at3193	pentatricopeptide repeat-containing protein At5g18390, mitochondrial
82968at3193	Complete	ptg000018l	5174919	5172087	-	717.6	351	https://www.orthodb.org/v10?query=82968at3193	Lysine-tRNA ligase
83115at3193	Complete	ptg000007l	274327	282041	+	694.5	612	https://www.orthodb.org/v10?query=83115at3193	WW domain
83379at3193	Complete	ptg000020l	5506680	5502841	-	703.4	388	https://www.orthodb.org/v10?query=83379at3193	deoxyribodipyrimidine photo-lyase
83962at3193	Complete	ptg000009l	37748255	37746575	-	660.3	425	https://www.orthodb.org/v10?query=83962at3193	pentatricopeptide repeat-containing protein At1g33350
84005at3193	Complete	ptg000014l	4344936	4340342	-	732.5	477	https://www.orthodb.org/v10?query=84005at3193	protein ecdysoneless homolog
84352at3193	Complete	ptg000029l	4578561	4570108	-	587.7	360	https://www.orthodb.org/v10?query=84352at3193	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
84368at3193	Complete	ptg000007l	7784574	7778835	-	603.0	328	https://www.orthodb.org/v10?query=84368at3193	decapping nuclease DXO homolog, chloroplastic
84405at3193	Complete	ptg000011l	20583186	20585244	+	473.8	470	https://www.orthodb.org/v10?query=84405at3193	GPI-anchored adhesin-like protein
85146at3193	Complete	ptg000009l	35181725	35186058	+	761.7	499	https://www.orthodb.org/v10?query=85146at3193	pentatricopeptide repeat-containing protein At5g40400
85274at3193	Duplicated	ptg000004l	6233427	6229940	-	595.5	333	https://www.orthodb.org/v10?query=85274at3193	28S ribosomal protein S29, mitochondrial
85274at3193	Duplicated	ptg000021l	5776363	5768008	-	527.8	280	https://www.orthodb.org/v10?query=85274at3193	28S ribosomal protein S29, mitochondrial
85324at3193	Duplicated	ptg000002l	4232587	4227790	-	795.4	429	https://www.orthodb.org/v10?query=85324at3193	Transmembrane protein 135
85324at3193	Duplicated	ptg000026l	9417583	9422284	+	812.2	427	https://www.orthodb.org/v10?query=85324at3193	Transmembrane protein 135
